,0
139,"The night of March 14, 1943, in an apartment in the Zelterngasse of Prague, Jaromir Hladik, the author of the unfinished drama entitled The Enemies, of Vindication of Eternity, and of a study of the indirect Jewish sources of Jakob Böhme, had a dream of a long game of chess."
140,"The guest who was staying in room 3 of Nightingale's Bed and Breakfast, which Cat Nightingale privately thought of as the He-Man room because it was almost unrelievedly masculine, stopped in the doorway of the dining room, then almost immediately stepped back out of sight."
141,"The studio was filled with the rich odour of roses, and when the light summer wind stirred amidst the trees of the garden, there came through the open door the heavy scent of the lilac, or the more deicate perfume of the pink-flowering thorn."
142,"Early one evening in September of 1974 a small twin-engine plane, silver and black, sailed down onto a secondary runway at São Paulo's Congonhas Airport, and slowing, turned aside and taxied to a hangar where a limousine stood waiting."
143,"Princeton, in the summer, smelled of nothing, and although Ifemelu liked the tranquil greenness of the many trees, the clean streets and stately homes, the delicately overpriced shops, and the quiet, abiding air of earned grace, it was this, the lack of a smell, that most appealed to her, perhaps because the other American cities she knew well had all smelled distinctly. "
144,"Imagine all the variety of the human species confined to a single world, a world sown with the petrified bones of human ancestors, a planet dotted with the ruins of ten thousand years of forgotten human civilizations—a planet on which at the time human beings first flew in space, humans still hunted a surplus of animals, gathered wild plants, farmed with ancient methods, spun natural yarns by hand and cooked over wood fires."
145,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it, 'and what is the use of a book,' thought Alice 'without pictures or conversation?'"
146,"Of everything I’ve ever been taught, from how to pick a lock in under thirty seconds to the fine art of walking in high heels, easily the most important lesson I’ve retained has been always to trust your gut."
147,"The house was identical to every other residence on the block, but the people paying it a visit knew very well that looks like this were incredibly deceiving and also commonly so—a frightening prospect."
148,"On the morning the last Lisbon daughter took her turn at suicide - it was Mary this time, and sleeping pills, like Therese - the two paramedics arrived at the house knowing exactly where the knife drawer was, and the gas oven, and the beam in the basement from which it was possible to tie a rope. "
149,"Three miles up the river Thames from the center of Oxford, some distance from where the great colleges of Jordan, Gabriel, Balliol, and two dozen others contended for mastery in the boat races, out where the city was only a collection of towers and spires in the distance over the misty levels of Port Meadow, there stood the Priory of Godstow, where the gentle nuns went about their holy business; and on the opposite bank from the priory there was an inn called the Trout."
150,"Fog rose from the river, great billows of white weaving into the soot and smoke of the city of Corvere, to become the hybrid thing that the more popular newspapers called smog and the Times ""miasmic fog."""
151,"The servants called them alenchki, little ghosts, because they were the smallest and the youngest, and because they haunted the Duke's house like giggling phantoms, darting in and out of rooms, hiding in cupboards to eavesdrop, sneaking into the kitchen to steal the last of the summer peaches."
